Text,Numerical Rating
"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.",3
"The largest human influence has been the emission of greenhouse gases such as carbon dioxide, methane, and nitrous oxide.",3
"It is likely that anthropogenic (i.e., human-induced) warming, such as that due to elevated greenhouse gas levels, has had a discernible influence on many physical and biological systems.",3
"Atmospheric concentrations of anthropogenic (i.e., human-emitted) greenhouse gases have increased substantially.",3
"Human activities are now causing atmospheric concentrations of greenhouse gases—including carbon dioxide, methane, tropospheric ozone, and nitrous oxide—to rise well above pre-industrial levels ... Increases in greenhouse gases are causing temperatures to rise ...",3
Global warming is the long-term rise in the average temperature of the Earth's climate system.,3
"""The next five years will be 'anomalously warm,' scientists predict"".",3
"Climate model projections summarized in the report indicated that during the 21st century the global surface temperature is likely to rise a further 0.3 to 1.7 °C (0.5 to 3.1 °F) in a moderate scenario, or as much as 2.6 to 4.8 °C (4.7 to 8.6 °F) in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects.",3
"The reflection of energy into space resulted in a global cooling, triggering the Pleistocene Ice Age.",3
"Beside the expected cooling down in comparison with the current climate, a significant precipitation change happened here.",3
"""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".",3
"Polar Discovery ""Continued Sea Ice Decline in 2005"".",3
As well as the regular seasonal cycle there has been an underlying trend of declining sea ice in the Arctic in recent decades.,3
"Sea ice is currently in decline in area, extent, and volume and summertime sea ice may cease to exist sometime during the 21st century.",3
"Antarctic sea ice extent gradually increased in the period of satellite observations, which began in 1979, until a rapid decline in southern hemisphere spring of 2016.",3
Leading scientists and economists say that ending deforestation is the most cost effective and scalable method of reducing greenhouse gases.,3
Reducing energy use is seen as a key solution to the problem of reducing greenhouse gas emissions.,3
"In 2008, climate scientist Kevin Anderson raised concern about the growing effect of rapidly increasing global air transport on the climate in a paper, and a presentation, suggesting that reversing this trend is necessary to reduce emissions.",3
