Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
"Vice President Kamala Harris said her goal is ""to reduce population to fight climate change.""",Distorts the Facts,1,FactCheck.org,https://www.factcheck.org/2023/07/social-media-posts-misrepresent-kamala-harris-error/,2023-07-18T00:00:00Z,Social media posts,https://perma.cc/S8TR-G4YF,"When we invest in clean energy and electric vehicles and reduce population, more of our children can breathe clean air and drink clean water.",video,,
Greta Thunberg tweeted that climate change would wipe out humanity by June 2023.,False,1,FactCheck.org,https://www.factcheck.org/2023/06/viral-posts-distort-greta-thunberg-tweet-warning-about-climate-change/,2023-06-21T00:00:00Z,Social media posts,https://web.archive.org/web/20230307215203/https://twitter.com/gretathunberg/status/1009757391515156480,A top climate scientist is warning that climate change will wipe out all of humanity unless we stop using fossil fuels over the next five years.,.,,
"If global warming goes above 1.5 C “we’re done; there’s no way to turn it around, according to the scientists that tell us.”",False,1,FactCheck.org,https://www.factcheck.org/2023/04/warming-beyond-1-5-c-harmful-but-not-a-point-of-no-return-as-biden-claims/,2023-03-13T00:00:00Z,Joe Biden,https://perma.cc/XS5E-LH8E,"If we let the — if we go to about 1.5 centigrade [sic] above — degrees above where we are now, we’re done; there’s no way to turn it around, according to the scientists that tell us.",video,,
"""NOAA makes it official. Last 8 years... global cooling.""",Distorts the Facts,1,FactCheck.org,https://www.factcheck.org/2023/01/scicheck-viral-tweet-misrepresents-noaa-report-on-rising-global-temperature/,2023-01-12T00:00:00Z,Steve Milloy,"https://www.ncei.noaa.gov/access/monitoring/monthly-report/global/202213#:~:text=Despite%20the%20last%20two%20years,0.32%C2%B0F)%20since%201981.","The 10 warmest years in the 143-year record have all occurred since 2010, with the last nine years (2014–2022) ranking as the nine warmest years on record",.,,
"“Climate change is not happening.""",False,1,FactCheck.org,https://www.factcheck.org/2022/08/unequivocal-evidence-that-humans-cause-climate-change-contrary-to-posts-of-old-video/,2022-07-26T00:00:00Z,Social media posts,https://perma.cc/LEW6-6PEK,evidence is now ‘unequivocal’ that humans are causing global warming,.,,
"President Joe Biden announced he has cancer during a speech on climate change,",Spins the Facts,1,FactCheck.org,https://www.factcheck.org/2022/07/posts-on-social-media-misinterpret-bidens-quote-on-previous-cancer/,2022-07-20T00:00:00Z,Social media posts,https://perma.cc/9TUW-4XFB,That’s why I and so damn many other people I grew up [with] have cancer.,video,,
Suggested that U.S. climate efforts were pointless because “China’s bad air” would simply move over into American “air space.”,False,1,FactCheck.org,https://www.factcheck.org/2022/07/georgia-senate-candidate-herschel-walker-spouts-inaccurate-bad-air-theory-of-climate-change/,2022-07-09T00:00:00Z,Herschel Walker,https://www.youtube.com/watch?v=34PTcGXLpdU,Our good air decided to float over to China,video,,
“Scientists say this map represents the United States in 30 years if we don’t reverse climate change.”,False,1,FactCheck.org,https://www.factcheck.org/2022/07/posts-incorrectly-cite-map-as-showing-future-effects-of-climate-change/,2022-07-11T00:00:00Z,Facebook posts,https://www.facebook.com/photo.php?fbid=10166557572810010,.,image,,
"Viral video shows ""crisis actors"" portraying dead Ukrainian victims of a Russian attack laid out in body bags.",False,1,FactCheck.org,https://www.factcheck.org/2022/03/video-shows-climate-protest-in-austria-not-crisis-actors-in-ukraine/,2022-03-22T00:00:00Z,Facebook post,https://twitter.com/TheGreenGhost00/status/1503857663460925445?s=21,"Uh-Ooh! Yeaah!! THIS IS REALITY, REAL,VERY SERIOUS ISSUE THAT MATTERS! (UKRAINE CRISIS ACTORS) TIK-TOK VIDEOS!",video,,
"“Joe Biden’s climate plan includes cutting 90% of red meat from our diets by 2030.""",False,1,FactCheck.org,https://www.factcheck.org/2021/04/artificial-beef-about-bidens-climate-plan/,2021-04-24T00:00:00Z,Lauren Boebert,https://twitter.com/laurenboebert/status/1385955098715729926,,.,,
"Ted Cruz tweeted in 2016, ""I’ll believe in climate change when Texas freezes over.""",False,1,FactCheck.org,https://www.factcheck.org/2021/02/viral-posts-attribute-fake-tweet-to-cruz/,2021-02-19T00:00:00Z,Social media posts,https://archive.is/L5NKF,.,image,,
"""If you go back and if you look at articles [in the 1970s], they talked about global freezing, they talked about at some point the planets could have freeze to death, then it’s going to die of heat exhaustion.”",Misleading,2,FactCheck.org,https://www.factcheck.org/2018/11/the-science-trump-got-wrong-in-the-post-interview/,2018-11-27T00:00:00Z,Donald Trump,https://www.washingtonpost.com/politics/2018/11/27/president-trumps-full-washington-post-interview-transcript-annotated/,.,video,video transcript,
"""According to the Trump admin's National Climate Assessment, with no action, climate change will result in 10% GDP loss by 2090.""",Lacks Context,0,FactCheck.org,https://www.factcheck.org/2019/03/how-much-will-the-green-new-deal-cost/,2019-02-28T00:00:00Z,Sen. Ed Markey,https://twitter.com/SenMarkey/status/1101234939058683904?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1101234939058683904%7Ctwgr%5E89374a9c68cdc502e37c45ebce9cdbb527be1e75%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.factcheck.org%2F2019%2F03%2Fhow-much-will-the-green-new-deal-cost%2F,.,.,,
"Claims Mike Pence, the Republican vice presidential nominee, “says ‘climate change is a myth.'""",Outdated Evidence,2,FactCheck.org,https://www.factcheck.org/2016/11/pences-stance-on-climate-change/,2016-11-02T00:00:00Z,Tim Kaine,https://web.archive.org/web/20010415121513/http://mikepence.com/warm.html,.,.,,
Writes that climate change “alarmists” ignore the “positive impacts” of more carbon dioxide in the atmosphere on agriculture.,"Some Pros, Many Cons",2,FactCheck.org,https://www.factcheck.org/2017/08/co2-friend-foe-agriculture/,2017-07-24T00:00:00Z,Rep. Lamar Smith,https://www.dailysignal.com/2017/07/24/dont-believe-hysteria-carbon-dioxide/?wpisrc=nl_energy202&wpmm=1,The benefits of a changing climate are often ignored and under-researched. Our climate is too complex and the consequences of misguided policies too harsh to discount the positive effects of carbon enrichment.,.,,
"""Obama Administration Pushed 'Worst-Case Scenario' In Climate Assessment.""",No Evidence,0,FactCheck.org,https://www.factcheck.org/2018/12/trump-administration-distorts-the-facts-on-climate-report/,2018-11-28T00:00:00Z,Environmental Protection Agency,https://www.washingtonpost.com/video/postlive/building-the-new-epa-one-on-one-with-acting-administrator-andrew-wheeler/2018/11/28/2c9d5990-365b-4c95-8b25-e992c0465d77_video.html,I wouldn’t be surprised if the Obama administration told the report’s authors to take a look at the worst-case scenario for this report.,video,,
"Wrote that climate scientists have predicted “global temperatures would increase more than one degree Celsius by 2020,"" but observed temperatures have been only “half as high.”",False,1,FactCheck.org,https://www.factcheck.org/2018/03/smiths-error-filled-climate-op-ed/,2018-03-12T00:00:00Z,Lamar Smith,https://www.foxnews.com/opinion/rep-lamar-smith-climate-change-and-the-scientific-method-we-should-welcome-new-research-not-resist-it,"Since the late 1970s, climate scientists have told the American people that global temperatures would increase more than one degree Celsius by 2020. However, actual satellite temperature observations do not support these predictions. Observed temperatures were less than half as high as the climate models’ predictions.",.,,
"In response to a question about the latest National Climate Assessment: ""Right now, we’re at the cleanest we’ve ever been.""",False,1,FactCheck.org,https://www.factcheck.org/2018/11/america-not-cleanest-weve-ever-been/,2018-11-26T00:00:00Z,Donald Trump,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-26/,"Right now, we’re at the cleanest we’ve ever been, and that’s very important to me. But if we’re clean but every other place on Earth on is dirty, that’s not so good.",video,,
"""The arsonists were responsible for about 50% of the bushfires. Not climate change. Arsonists.""",False,1,FactCheck.org,https://www.factcheck.org/2020/01/setting-the-record-straight-on-climate-change-and-arson-in-australias-bushfires/,2020-01-07T00:00:00Z,PragerU,https://www.facebook.com/prageru/posts/837989649986602/,.,video,,
"""AOC opposes Daylight Savings Time because 'the extra hour of sunlight drastically speeds up climate change.'""",False,1,FactCheck.org,https://www.factcheck.org/2019/03/daylight-saving-time-spoof-story-not-real/,2019-03-22T00:00:00Z,Viral meme,https://web.archive.org/web/20190325190038/https://npcdaily.com/2649/aoc-opposes-daylight-savings-time-because-the-extra-hour-of-sunlight-drastically-speeds-up-climate-change/,.,.,,
"""Don’t forget it used to be called global warming. That wasn’t working. Then it was called climate change. Now it’s actually called extreme weather.""",False,1,FactCheck.org,https://www.factcheck.org/2019/06/trump-bungles-climate-change-in-uk/,2019-06-05T00:00:00Z,Donald Trump,https://twitter.com/GMB/status/1136146240582955008,.,video,,
"Viral posts claim that climate change is a ""made-up catastrophe.""",False,1,FactCheck.org,https://www.factcheck.org/2019/05/no-climate-change-isnt-made-up/,2019-04-28T00:00:00Z,Social media posts,https://www.facebook.com/ReclaimAustraliaWA/photos/a.384127555113418/1044490839077083/?type=3&permPage=1,"Climate Change, the made-up catastrophe",image,,
"""NYC To Ban Hot Dogs and Processed Meats To Improve Climate""",Distorts the Facts,1,FactCheck.org,https://www.factcheck.org/2019/04/ban-on-hot-dogs-in-nyc-not-quite/,2019-04-23T00:00:00Z,KFYI.iHeart.com,https://web.archive.org/web/20190424211249/https://kfyi.iheart.com/content/2019-04-23-nyc-to-ban-hot-dogs-and-processed-meats-to-improve-climate/?fbclid=IwAR0rT-FNQM-oSEw1LR4NwA6B5pXcKOrNggJntXGez25H4psRpl-9kITLwMo,.,.,,
"""I'm not denying climate change. But it could very well go back.""",Distorts the Facts,1,FactCheck.org,https://www.factcheck.org/2018/10/trump-wrong-on-climate-change-again/,2018-10-14T00:00:00Z,Donald Trump,https://www.cbsnews.com/news/donald-trump-full-interview-60-minutes-transcript-lesley-stahl-2018-10-14/,.,video,,
"Says human activity, or carbon dioxide emissions, is not the “primary contributor” to global warming.",Science Says He’s Wrong,1,FactCheck.org,https://www.factcheck.org/2017/03/pruitt-on-climate-change-again/,2017-03-09T00:00:00Z,Scott Pruitt,https://www.cnbc.com/2017/03/09/epa-chief-scott-pruitt.html,"No I think that, that measuring with precision human activity on the climate is something very challenging to do and there’s tremendous disagreement about the degree of impact. So no, I would not agree that it’s a primary contributor to the, to the global warming that we see. But we don’t know that yet, as far as, we, we need, we need to continue the debate, continue the review and the analysis.",video,,
"""We could lose half the world’s oxygen because of what’s going on in the oceans.""",False,1,FactCheck.org,https://www.factcheck.org/2019/09/buttigieg-wrong-about-climate-changes-effect-on-oceans/,2019-09-04T00:00:00Z,Pete Buttigieg,https://transcripts.cnn.com/show/se/date/2019-09-04/segment/08,.,video,,
"A meme claims to show a Time magazine cover from 1977 warning of the ""Coming Ice Age.""",False,1,FactCheck.org,https://www.factcheck.org/2019/05/manipulated-time-cover-on-climate-recirculates/,2019-05-20T00:00:00Z,Viral image,https://www.facebook.com/photo.php?fbid=2395074640526803&set=a.1037721052928842&type=3,When the exact same group of ‘experts’ who claimed it was global cooling in 1977 now claim it’s global warming you can easily see why I am skeptical,image,,
"Global warming will result in ""more evaporation"" and more rain in ""more places,"" and that's ""surely gotta shrink the deserts and expand the green growth.""",We Explain the Science,3,FactCheck.org,https://www.factcheck.org/2019/05/steve-kings-climate-change-rainfall-claims/,2019-04-23T00:00:00Z,Rep. Steve King,https://www.facebook.com/watch/live/?ref=watch_permalink&v=1184543948400014,"Seventy percent of the earth is covered by water. If the earth warms, then there will be more evaporation that goes into the atmosphere. According to Newton’s First Law of Physics, what goes up must come down. That means it will rain more and more places. It might rain harder in some places, it might snow in some of those places. But it’s surely gotta shrink the deserts and expand the green growth, there’s got to be some good in that. So I just look at the other, good side.",video,,
